Field=#~Integer~#~50|Field=Fitted~String~Fitted~100|Field=Description~String~Description~100|Field=Designator~String~Designator~100|Field=PartNumber~String~PartNumber~100|Field=Quantity~Integer~Quantity~100|Field=Manufacturer~String~Manufacturer~100|Field=PackageReference~String~PackageReference~100|Field=Value~String~Value~100|Field=Alternate Manufacturer~String~Alternate Manufacturer~100|Field=Alternate PartNumber~String~Alternate PartNumber~100|ReportField=Currency~USD|ReportField=ProductionQuantity~100|ReportField=ProjectFileName~MD016A.PrjPcb|ReportField=ProjectFullPath~Y:\PMP_PCB\PMP EVM ARCHIVE\MDBU_Numbers\MD016\MD016A\MD016A.PrjPcb|ReportField=Title~BOM (EVM format) For Variant [002] of Project [MD016A.PrjPcb] (No PCB Document Selected)|ReportField=TotalQuantity~117|ReportField=ReportTime~9:45:27 AM|ReportField=ReportDate~7/18/2018|ReportField=ReportDateTime~7/18/2018 9:45:27 AM|ReportField=OutputName~BOM (EVM format)|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~002|ReportField=EVM_Orderable~DRV8353RH-EVM|ReportField=CopyrightYear~2018|ReportField=PCB_Layout~Hector Hernandez|ReportField=PCB_Rev~A|ReportField=PRJ_Customer~Public Release|ReportField=PRJ_Engineer~hector Hernandez|ReportField=PRJ_Number~MD016|ReportField=PRJ_Title~DRV8353RX 3-Phase Smart Gate Driver EVM|ReportField=SCH_Rev~A|ReportField=TechSupport~http://www.ti.com/support|ReportField=TID~N/A|ReportField=Address1~Not shown in title block|ReportField=Address2~Not shown in title block|ReportField=Address3~Not shown in title block|ReportField=Address4~Not shown in title block|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~Not shown in title block|ReportField=Author~Not shown in title block|ReportField=CheckedBy~Not shown in title block|ReportField=CompanyName~Not shown in title block|ReportField=ConfigurationParameters~|ReportField=ConfiguratorName~|ReportField=CurrentDate~7/18/2018|ReportField=CurrentTime~9:40:37 AM|ReportField=Date~Not shown in title block|ReportField=DocumentFullPathAndName~Y:\PMP_PCB\PMP EVM ARCHIVE\MDBU_Numbers\MD016\MD016A\MD016A.SchDoc|ReportField=DocumentName~MD016A.SchDoc|ReportField=DocumentNumber~1|ReportField=DrawnBy~|ReportField=Engineer~Not shown in title block|ReportField=ImagePath~Not shown in title block|ReportField=IsUserConfigurable~|ReportField=ModifiedDate~7/9/2018|ReportField=Organization~Not shown in title block|ReportField=PageSetup~Record=PageOptions:CenterHorizontal=True:CenterVertical=True:PrintScale=1.00:XCorrection=1.00:YCorrection=1.00:PrintKind=0:BorderSize=5000000:LeftOffset=0:BottomOffset=0:Orientation=2:PaperLength=1000:PaperWidth=1000:Scale=100:PaperSource=15:PrintQuality=600:MediaType=1:DitherType=10:PaperKind=Letter:PrintScaleMode=1|ReportField=ProjectName~MD016A.PrjPcb|ReportField=Revision~Use project parameter SCH_Rev|ReportField=Rule~|ReportField=SheetNumber~2|ReportField=SheetTotal~3|ReportField=Time~Not shown in title block|ReportField=Title~|ReportField=VersionControl_RevNumber~|ReportField=DataSourceFileName~MD016A.PrjPcb|ReportField=DataSourceFullPath~Y:\PMP_PCB\PMP EVM ARCHIVE\MDBU_Numbers\MD016\MD016A\MD016A.PrjPcb|ReportField=PCBConfigurationName~Sources|ReportField=Item~|ReportField=ItemRevision~|ReportField=ItemAndRevision~|ReportField=ItemRevisionBase~|ReportField=ItemRevisionLevel1~|ReportField=ItemRevisionLevel2~|ReportField=ItemRevisionLevel1AndBase~|ReportField=ItemRevisionLevel2AndLevel1~
49|Fitted|RES, 1.0 k, 5%, 0.1 W, AEC-Q200 Grade 0, 0603|R49, R51, R53|RCA06031K00JNEA|3|Vishay-Dale|0603|1.0k||
50|Fitted|Trimming Potentiometer, 50K, 0.5W, TH|R54|3352T-1-503LF|1|Bourns|9.53x8.89mm|50k||
51|Fitted|RES, 56, 5%, 0.1 W, AEC-Q200 Grade 0, 0603|R55, R56, R57|CRCW060356R0JNEA|3|Vishay-Dale|0603|56||
52|Fitted|RES, 8.06 k, 1%, 0.1 W, 0603|R58|RC0603FR-078K06L|1|Yageo|0603|8.06k||
53|Fitted|RES, 33.0 k, 1%, 0.125 W, 0603|R59|MCT06030C3302FP500|1|Vishay/Beyschlag|0603|33.0k||
54|Fitted|Test Point, Miniature, White, TH|TP1, TP2, TP3, TP9, TP10, TP11, TP12, TP13, TP14|5002|9|Keystone|White Miniature Testpoint|||
55|Fitted|Test Point, Miniature, Red, TH|TP4|5000|1|Keystone|Red Miniature Testpoint|||
56|Fitted|Test Point, Miniature, Black, TH|TP5|5001|1|Keystone|Black Miniature Testpoint|||
57|Fitted|1mm Uninsulated Shorting Plug, 10.16mm spacing, TH|TP17, TP18|D3082-05|2|Harwin|Shorting Plug, 10.16mm spacing, TH|||
58|Fitted|ESD Solution for High-Speed Differential Interface, 4 Channels, -40 to +85 degC,10-pin SON (DQA), Green (RoHS & no Sb/Br)|U1|TPD4S010DQAR|1|Texas Instruments|DQA0010A|||
59|Fitted|100-V Three-Phase Smart Gate Driver, RGZ0048L (VQFN-48)|U2|DRV8353RHRGZR|1|Texas Instruments|RGZ0048L||Texas Instruments|DRV8353RHRGZT
60|Fitted|Micropower 250 mA Low-Noise Ultra Low-Dropout Regulator, 5-pin SOT-23, Pb-Free|U3||1|Texas Instruments|DBV0005A|||
61|Not Fitted|CAP, CERM, 2200 pF, 100 V, +/- 10%, X7R, 0603|C1, C2, C3, C5, C6, C7|GRM188R72A222KA01D|0|MuRata|0603|2200pF||
62|Not Fitted|CAP, CERM, 2200 pF, 100 V, +/- 10%, X7R, 0603|C8, C9, C10, C14, C15, C16|06031C222KAT2A|0|AVX|0603|2200pF||
63|Not Fitted|Fiducial mark.  There is nothing to buy or mount.|FID1, FID2, FID3|N/A|0|N/A|N/A|||
64|Not Fitted|RES, 2.7, 5%, 0.125 W, 0805|R4, R5, R6, R8, R9, R10|CRCW08052R70JNEA|0|Vishay-Dale|0805|2.7||
65|Not Fitted|RES, 0, 5%, 0.25 W, 1206|R18|RC1206JR-070RL|0|Yageo America|1206|0||
66|Not Fitted|RES, 0, 5%, 0.1 W, 0603|R24, R28, R30, R39, R48, R50, R52|ERJ-3GEY0R00V|0|Panasonic|0603|0||
67|Not Fitted|RES, 1.0 k, 5%, 0.1 W, AEC-Q200 Grade 0, 0603|R25|RCA06031K00JNEA|0|Vishay-Dale|0603|1.0k||
68|Not Fitted|RES, 75 k, 5%, 0.1 W, AEC-Q200 Grade 0, 0603|R27, R32|CRCW060375K0JNEA|0|Vishay-Dale|0603|75k||
69|Not Fitted|RES, 33 k, 5%, 0.1 W, AEC-Q200 Grade 0, 0603|R42, R45, R46|CRCW060333K0JNEA|0|Vishay-Dale|0603|33k||
